time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.567099,0.1200,0.0180,-0.1630,0.203
4.569705,0.1150,0.0130,-0.1600,0.197
4.571954,0.0980,0.0160,-0.1600,0.188
4.574680,0.0750,0.0010,-0.1690,0.185
4.576769,0.0440,0.0000,-0.1760,0.181
4.583012,0.0460,-0.0120,-0.1930,0.199
4.584353,0.0280,-0.0240,-0.1740,0.178
4.585357,0.0000,-0.0460,-0.2020,0.207
4.587044,0.0280,-0.0150,-0.1800,0.183
4.589670,-0.0140,0.0010,-0.2000,0.200
4.594298,0.0020,0.0000,-0.2210,0.221
4.595105,0.0260,0.0080,-0.1970,0.199
4.597061,0.0610,-0.0030,-0.2430,0.251
4.599626,0.0850,0.0130,-0.2230,0.239
4.602151,0.1040,0.0230,-0.2070,0.233
4.604573,0.1290,0.0180,-0.2120,0.249
4.607254,0.1290,0.0160,-0.1620,0.208
4.609490,0.1550,-0.0170,-0.1670,0.228
4.612393,0.1370,0.0330,-0.1550,0.209
4.615051,0.1250,0.0180,-0.1530,0.198
4.617463,0.1080,0.0160,-0.1370,0.175
4.620228,0.0600,0.0260,-0.1830,0.194
4.623033,0.0280,0.0350,-0.1710,0.177
4.624965,0.0640,0.0190,-0.1810,0.193
4.627634,0.0400,0.0050,-0.1530,0.158
4.629841,0.0630,0.0170,-0.1580,0.171
4.632347,0.0750,0.0260,-0.1250,0.148
4.635851,0.0790,0.0190,-0.1570,0.177
4.638706,0.1210,0.0000,-0.1220,0.172
4.640493,0.1070,0.0320,-0.1050,0.153
4.642282,0.1130,0.0220,-0.1540,0.192
4.644925,0.1650,0.0010,-0.1140,0.201
4.647424,0.1570,-0.0220,-0.0880,0.181
4.649883,0.1540,-0.0170,-0.1030,0.186
4.652235,0.1420,-0.0120,-0.1040,0.176
4.655493,0.1580,-0.0050,-0.1020,0.188
4.658029,0.1530,-0.0400,-0.0690,0.173
4.660101,0.1330,-0.0570,-0.1030,0.178
4.662840,0.1200,-0.0400,-0.0560,0.138
4.665301,0.1320,-0.0060,-0.0680,0.149
4.669343,0.0810,-0.0090,-0.0880,0.120
4.670234,0.0620,-0.0060,-0.0910,0.110
4.672528,0.0570,0.0030,-0.0440,0.072
4.675451,0.0490,-0.0130,-0.0800,0.095
4.677557,0.0200,-0.0180,-0.1140,0.117
4.682806,0.0530,0.0080,-0.0950,0.109
4.683537,0.0770,-0.0010,-0.0670,0.102
4.685838,0.0980,0.0130,-0.0600,0.116
4.687771,0.1210,-0.0030,-0.0530,0.132
4.693267,0.1420,0.0110,-0.0440,0.149
4.693946,0.2010,-0.0030,-0.0250,0.203
4.694882,0.1950,-0.0050,0.0070,0.195
4.697660,0.2070,-0.0120,0.0330,0.210
4.699930,0.2040,-0.0070,0.0120,0.204
4.702765,0.2010,0.0060,0.0070,0.201
4.705131,0.2100,-0.0360,0.0280,0.215
4.707786,0.1970,-0.0380,0.0020,0.201
4.710150,0.2140,-0.0120,0.0280,0.216
4.712915,0.2080,-0.0190,-0.0110,0.209
4.715088,0.1870,-0.0120,-0.0160,0.188
4.717661,0.2010,-0.0140,-0.0130,0.202
4.720070,0.1910,-0.0140,-0.0390,0.195
4.722416,0.1950,0.0010,-0.0430,0.200
4.725286,0.2090,0.0080,-0.0520,0.216
4.728064,0.1990,-0.0430,-0.0690,0.215
4.730019,0.1970,-0.0290,-0.0750,0.213
4.732748,0.1990,-0.0360,-0.0670,0.213
4.736060,0.1800,-0.0250,-0.1070,0.211
4.738327,0.1770,-0.0460,-0.0800,0.200
4.740078,0.1580,-0.0320,-0.1320,0.208
4.742776,0.1650,-0.0110,-0.1480,0.222
4.746916,0.1150,-0.0490,-0.1350,0.184
4.748485,0.0990,-0.0180,-0.1580,0.187
4.750237,0.0410,-0.0430,-0.1720,0.182
4.752516,0.0200,-0.0360,-0.1730,0.178
4.755634,0.0130,-0.0020,-0.1770,0.177
4.758521,-0.0090,-0.0120,-0.1880,0.189
4.760347,-0.0140,-0.0150,-0.1900,0.191
4.762760,0.0050,0.0100,-0.1810,0.181
4.765539,0.0210,-0.0490,-0.1760,0.184
4.771308,0.0210,-0.0060,-0.1580,0.160
4.772057,0.0810,-0.0060,-0.1620,0.181
4.774831,0.0740,-0.0370,-0.1400,0.163
4.775606,0.1020,-0.0370,-0.1320,0.171
4.778413,0.1360,0.0000,-0.0980,0.168
4.782107,0.1380,-0.0400,-0.1260,0.191
4.782725,0.1300,-0.0430,-0.1130,0.178
4.785411,0.1090,-0.0070,-0.0910,0.142
4.788307,0.1320,-0.0210,-0.0980,0.166
4.791081,0.1300,-0.0210,-0.0850,0.157
4.792833,0.1230,-0.0190,-0.0870,0.152
4.795462,0.1100,0.0110,-0.1030,0.151
4.798891,0.1100,-0.0100,-0.1110,0.157
4.800280,0.1150,-0.0270,-0.1200,0.168
4.803033,0.1150,-0.0050,-0.1290,0.173
4.805460,0.1340,-0.0080,-0.1260,0.184
4.808719,0.1030,-0.0060,-0.1390,0.173
4.810494,0.1200,0.0000,-0.1500,0.192
4.813879,0.0980,-0.0010,-0.1570,0.185
4.815911,0.0860,-0.0060,-0.1770,0.197
4.818818,0.0770,0.0120,-0.1430,0.163
4.820805,0.0770,0.0020,-0.1640,0.181
4.825339,0.0650,0.0020,-0.1440,0.158
4.826282,0.0630,-0.0140,-0.1570,0.170
4.828905,0.0370,-0.0120,-0.1230,0.129
4.830771,0.0180,0.0080,-0.1530,0.154
4.833146,0.0370,-0.0010,-0.1310,0.136
4.836110,0.0300,-0.0220,-0.1300,0.135
4.838980,0.0280,-0.0130,-0.1340,0.138
4.840682,0.0250,0.0240,-0.1600,0.164
4.843749,0.0230,-0.0300,-0.1710,0.175
4.846508,0.0400,-0.0010,-0.1830,0.187
4.849074,0.0470,-0.0230,-0.2080,0.214
4.850706,0.0560,-0.0300,-0.2030,0.213
4.853029,0.0490,-0.0210,-0.1870,0.194
4.855729,0.0700,-0.0400,-0.1700,0.188
4.858880,0.1250,-0.0280,-0.1910,0.230
4.860837,0.1370,-0.0310,-0.1980,0.243
4.863763,0.1390,-0.0190,-0.1640,0.216
4.865728,0.1600,-0.0330,-0.1630,0.231
4.874148,0.1590,-0.0070,-0.1820,0.242
4.875180,0.1710,-0.0240,-0.1910,0.257
4.875597,0.1970,0.0110,-0.2190,0.295
4.878014,0.1970,-0.0460,-0.2260,0.303
4.879989,0.1680,-0.0150,-0.2210,0.278
4.884539,0.1840,0.0150,-0.2080,0.278
4.885410,0.1070,-0.0120,-0.2270,0.251
4.885857,0.0930,0.0030,-0.1860,0.208
4.888893,0.0620,-0.0240,-0.2410,0.250
4.891063,0.0810,-0.0270,-0.2530,0.267
4.893485,0.0350,-0.0080,-0.2480,0.251
4.896105,0.0620,0.0030,-0.2380,0.246
4.899654,0.0040,-0.0050,-0.2400,0.240
4.900830,0.0180,0.0010,-0.2550,0.256
4.903433,0.0210,-0.0100,-0.2260,0.227
4.905929,0.0140,0.0270,-0.2430,0.245
4.909245,0.0540,0.0150,-0.2310,0.238
4.911242,0.0370,0.0010,-0.1880,0.192
4.913530,0.0490,-0.0240,-0.1760,0.184
4.916008,0.0270,0.0080,-0.1740,0.176
4.919359,0.0490,0.0130,-0.1240,0.134
4.920815,0.0560,0.0230,-0.0750,0.096
4.924276,0.0720,0.0370,-0.0920,0.123
4.926400,0.1030,0.0230,-0.0930,0.141
4.929105,0.0500,0.0000,-0.0310,0.059
4.931911,0.0620,-0.0140,-0.0200,0.067
4.933557,0.1120,0.0400,-0.0230,0.121
4.936230,0.0920,0.0310,-0.0140,0.098
4.939219,0.0820,0.0070,-0.0210,0.085
4.941271,0.0890,0.0360,0.0000,0.096
4.943521,0.0750,0.0670,-0.0130,0.101
4.947270,0.0720,0.0460,-0.0040,0.086
4.949272,0.0930,0.0170,0.0120,0.095
4.951241,0.1190,0.0120,0.0190,0.121
4.953711,0.1310,-0.0030,0.0330,0.135
4.958385,0.1540,0.0370,0.0200,0.160
4.959610,0.1290,0.0030,0.0190,0.130
4.961312,0.1410,-0.0030,0.0210,0.143
4.964169,0.1160,0.0040,-0.0050,0.116
4.966572,0.1090,0.0230,-0.0500,0.122
4.969357,0.0680,-0.0020,-0.0410,0.079
4.971313,0.1080,0.0000,-0.0680,0.128
4.973773,0.0760,0.0160,-0.0800,0.111
4.976085,0.0740,-0.0240,-0.0960,0.124
4.982896,0.0780,-0.0240,-0.0560,0.099
4.983711,0.0420,-0.0550,-0.1060,0.127
4.984070,0.0600,-0.0380,-0.1150,0.135
4.986290,0.0820,-0.0310,-0.1180,0.147
4.989818,0.0980,-0.0450,-0.1530,0.187
4.993922,0.1070,-0.0500,-0.1430,0.185
4.994689,0.1280,-0.0550,-0.1380,0.196
4.996201,0.1200,-0.0530,-0.1280,0.183
4.999320,0.1100,-0.0580,-0.1540,0.198
5.002373,0.1400,-0.0480,-0.1470,0.209
5.004029,0.0940,-0.0430,-0.1490,0.181
5.006806,0.1110,-0.0340,-0.1170,0.165
5.009346,0.0930,-0.0290,-0.1410,0.171
5.011340,0.1000,-0.0100,-0.1520,0.182
5.014325,0.1230,-0.0200,-0.1110,0.167
5.016615,0.1060,0.0000,-0.1370,0.173
5.019646,0.1130,-0.0120,-0.0820,0.140
5.021722,0.1080,-0.0080,-0.1290,0.168
5.024198,0.0950,-0.0050,-0.1430,0.172
5.026881,0.1070,0.0170,-0.1230,0.164
5.029529,0.1230,-0.0100,-0.1090,0.165
5.031700,0.1180,0.0010,-0.1420,0.185
5.034676,0.1010,-0.0060,-0.1390,0.172
5.037067,0.1030,-0.0030,-0.1740,0.202
5.039827,0.1220,-0.0010,-0.2290,0.259
5.041676,0.0930,0.0140,-0.2810,0.296
5.044081,0.0830,0.0240,-0.2920,0.305
5.047042,0.0920,0.0190,-0.3050,0.319
5.049476,0.0920,-0.0020,-0.2930,0.307
5.051888,0.1010,0.0140,-0.3140,0.330
5.053918,0.1080,-0.0160,-0.3110,0.330
5.058195,0.1340,-0.0140,-0.3180,0.345
5.059897,0.1240,-0.0020,-0.3270,0.350
5.061613,0.1410,-0.0020,-0.3300,0.359
5.064147,0.1190,-0.0230,-0.3180,0.340
5.067232,0.1330,-0.0520,-0.2990,0.331
5.069936,0.1260,0.0070,-0.3370,0.360
5.072053,0.1140,-0.0400,-0.2750,0.300
5.074200,0.1060,-0.0020,-0.3000,0.318
5.076960,0.0920,-0.0490,-0.2740,0.293
5.083038,0.0680,-0.0320,-0.2600,0.271
5.084141,0.0630,-0.0250,-0.2590,0.268
5.084825,0.0740,-0.0370,-0.2620,0.275
5.086826,0.0290,-0.0530,-0.2530,0.260
5.089755,0.0170,-0.0290,-0.2520,0.254
5.094681,0.0170,-0.0430,-0.2120,0.217
5.095313,-0.0180,-0.0020,-0.1990,0.200
5.096849,-0.0090,-0.0050,-0.1790,0.179
5.099562,-0.0160,0.0070,-0.1820,0.183
5.101934,0.0310,-0.0060,-0.1450,0.148
5.104285,0.0140,-0.0230,-0.1280,0.131
5.106879,0.0300,-0.0200,-0.1430,0.147
5.109418,0.0560,-0.0170,-0.1040,0.119
5.113017,0.0890,-0.0150,-0.1180,0.149
5.114546,0.1080,-0.0190,-0.0970,0.146
5.118088,0.1000,0.0140,-0.0890,0.135
5.119660,0.1210,-0.0230,-0.0550,0.135
5.121967,0.0850,-0.0010,-0.0130,0.086
5.124615,0.1110,0.0170,-0.0030,0.112
5.127216,0.1080,0.0130,0.0050,0.109
5.129409,0.1130,0.0030,0.0330,0.118
5.132154,0.1110,0.0010,0.0490,0.121
5.135275,0.1250,-0.0190,0.0490,0.136
5.137143,0.1160,0.0150,0.0460,0.126
5.139963,0.1110,0.0000,0.0490,0.121
5.142033,0.1210,0.0130,0.0340,0.126
5.144640,0.1370,0.0180,0.0590,0.150
5.147341,0.1350,0.0200,0.0040,0.137
5.149812,0.1140,0.0250,0.0140,0.118
5.152171,0.1040,-0.0170,-0.0210,0.107
5.154670,0.0690,0.0010,-0.0420,0.081
5.157296,0.0550,-0.0080,-0.0430,0.070
5.159859,0.0380,0.0290,-0.0790,0.092
5.162065,0.0430,0.0120,-0.0750,0.087
5.164846,0.0010,0.0260,-0.1750,0.177
5.167756,0.0000,0.0500,-0.1330,0.142
5.170057,0.0280,0.0230,-0.1650,0.169
5.172245,-0.0110,-0.0030,-0.1690,0.169
5.174795,-0.0040,0.0060,-0.1750,0.175
5.177663,-0.0130,0.0050,-0.1830,0.184
5.182446,-0.0010,0.0290,-0.1910,0.193
5.183665,-0.0270,0.0340,-0.2260,0.230
5.184719,0.0040,0.0290,-0.1870,0.189
5.187456,0.0180,0.0000,-0.2190,0.220
5.192589,0.0620,0.0210,-0.2060,0.216
5.194000,0.0330,0.0060,-0.1690,0.172
5.194922,0.0620,0.0060,-0.1700,0.181
5.197253,0.0960,-0.0120,-0.1860,0.210
5.199888,0.0760,-0.0030,-0.2060,0.220
5.202278,0.1240,-0.0030,-0.2000,0.235
5.204949,0.0650,-0.0180,-0.2020,0.213
5.207378,0.0770,-0.0160,-0.1770,0.194
5.209824,0.0340,-0.0280,-0.1900,0.195
5.212911,0.0650,-0.0040,-0.2080,0.218
5.214845,0.0170,-0.0210,-0.1810,0.183
5.217703,0.0460,0.0020,-0.1750,0.181
5.219825,0.0440,-0.0190,-0.1620,0.169
5.222096,0.0610,-0.0480,-0.1760,0.192
5.224986,0.0340,-0.0150,-0.1890,0.193
5.227340,0.0370,-0.0170,-0.1650,0.170
5.229945,0.0750,-0.0100,-0.1520,0.170
5.232362,0.0730,-0.0130,-0.1780,0.193
5.235454,0.0700,-0.0270,-0.1840,0.199
5.237797,0.0730,0.0070,-0.1570,0.173
5.240069,0.0460,-0.0320,-0.1540,0.164
5.242272,0.0460,0.0100,-0.1350,0.143
5.246282,0.0440,0.0020,-0.1510,0.157
5.247746,0.0420,-0.0280,-0.1140,0.125
5.250160,0.0660,-0.0020,-0.1140,0.132
5.252732,0.0440,-0.0260,-0.0680,0.085
5.255289,0.0420,-0.0280,-0.0970,0.109
5.257714,0.0560,-0.0280,-0.1130,0.129
5.260049,0.0560,-0.0330,-0.1080,0.126
5.262685,0.0820,-0.0380,-0.0770,0.119
5.264872,0.0910,-0.0240,-0.0910,0.131
5.271870,0.0770,-0.0500,-0.0860,0.126
5.272992,0.0840,-0.0400,-0.1070,0.142
5.273371,0.0860,-0.0140,-0.1360,0.162
5.275086,0.1050,-0.0500,-0.0850,0.144
5.282195,0.0980,-0.0450,-0.0990,0.146
5.283446,0.1220,-0.0290,-0.0970,0.159
5.283787,0.1220,-0.0330,-0.1080,0.166
5.285186,0.1260,-0.0360,-0.1300,0.185
5.288078,0.1240,-0.0220,-0.1560,0.200
5.291307,0.0850,-0.0310,-0.1650,0.188
5.292842,0.0350,-0.0480,-0.1570,0.168
5.295642,0.0020,-0.0150,-0.1670,0.168
5.298655,0.0050,0.0060,-0.1590,0.159
5.300255,-0.0130,-0.0390,-0.1590,0.164
5.302793,-0.0490,-0.0120,-0.1450,0.154
5.305187,-0.0600,0.0270,-0.1590,0.172
5.308649,-0.0550,0.0080,-0.1520,0.162
5.310242,-0.0620,0.0250,-0.1250,0.142
5.313140,-0.0480,0.0150,-0.0980,0.110
5.315583,-0.0340,0.0100,-0.1170,0.122
5.318307,-0.0550,0.0130,-0.1450,0.156
5.320140,-0.0030,0.0320,-0.1020,0.107
5.324118,-0.0180,0.0200,-0.1250,0.128
5.325409,-0.0110,-0.0110,-0.1180,0.119
5.328580,0.0070,0.0340,-0.1170,0.122
5.330274,0.0330,0.0170,-0.1360,0.141
5.332892,0.0400,-0.0010,-0.1000,0.108
5.338475,0.0080,0.0150,-0.1190,0.120
5.339218,0.0270,0.0070,-0.0730,0.078
5.340381,0.0270,0.0000,-0.0680,0.073
5.343024,0.0530,0.0260,-0.0080,0.060
5.346661,0.0520,0.0140,-0.0440,0.070
5.348526,0.0400,0.0140,0.0030,0.042
5.350451,0.0610,-0.0060,0.0400,0.073
5.353134,0.0560,0.0020,0.0280,0.063
5.358066,0.0550,0.0020,0.0810,0.098
5.358760,0.0690,0.0100,0.1170,0.136
5.362687,0.0590,0.0170,0.1200,0.135
5.364718,0.0850,0.0190,0.1300,0.156
5.365783,0.0780,-0.0020,0.1400,0.160
5.371749,0.1230,0.0140,0.1190,0.172
5.373132,0.1080,0.0120,0.1100,0.155
5.373465,0.1050,0.0310,0.1300,0.170
5.375376,0.0830,0.0280,0.0760,0.116
5.382853,0.1210,0.0280,0.0460,0.132
5.383836,0.0800,0.0060,0.0320,0.086
5.384764,0.0850,0.0440,0.0430,0.105
5.385778,0.0770,-0.0060,0.0160,0.079
5.389194,0.0510,0.0080,0.0010,0.052
5.393677,0.0220,0.0170,-0.0210,0.035
5.394281,0.0150,0.0070,-0.0410,0.044
5.395796,0.0190,0.0090,-0.0580,0.062
5.398737,-0.0080,-0.0120,-0.0590,0.061
5.401208,-0.0160,0.0080,-0.0770,0.079
5.403461,-0.0090,0.0010,-0.1040,0.104
5.405501,-0.0040,0.0170,-0.1000,0.102
5.409355,0.0050,-0.0090,-0.1170,0.117
5.411015,-0.0110,-0.0260,-0.0820,0.087
5.413426,0.0060,-0.0500,-0.1260,0.136
5.415875,0.0160,-0.0330,-0.1220,0.127
5.418942,0.0320,-0.0430,-0.1560,0.165
5.420673,-0.0010,-0.0510,-0.0990,0.111
5.424006,0.0240,-0.0460,-0.1050,0.117
5.426065,-0.0130,-0.0180,-0.1010,0.103
5.428932,0.0210,-0.0230,-0.0800,0.086
5.430825,0.0000,0.0090,-0.0530,0.054
5.433179,0.0000,-0.0330,-0.0350,0.048
5.436145,-0.0070,0.0110,-0.0190,0.023
5.438997,0.0060,-0.0190,0.0100,0.022
5.440784,0.0170,-0.0320,-0.0140,0.039
5.443789,0.0050,-0.0150,0.0000,0.016
5.445878,0.0120,0.0390,0.0150,0.043
5.449061,0.0190,0.0120,0.0060,0.023
5.451092,0.0350,-0.0090,0.0170,0.040
5.453257,0.0660,-0.0160,0.0050,0.068
5.457301,0.0820,-0.0210,0.0210,0.087
5.459326,0.0740,0.0000,-0.0250,0.078
5.461066,0.1120,0.0060,-0.0210,0.114
5.463441,0.1070,-0.0370,-0.0400,0.120
5.465938,0.0990,-0.0110,-0.0700,0.122
5.469326,0.1010,-0.0130,-0.0940,0.139
5.471193,0.0940,-0.0070,-0.1000,0.137
5.473332,0.0670,-0.0070,-0.0670,0.095
5.476047,0.0930,-0.0500,-0.1270,0.165
5.482089,0.1100,-0.0440,-0.1680,0.206
5.483601,0.0660,-0.0200,-0.1780,0.191
5.484068,0.0660,-0.0440,-0.2180,0.232
5.486130,0.0610,-0.0350,-0.1970,0.209
5.491988,0.0470,-0.0620,-0.2490,0.261
5.492756,0.0560,-0.0740,-0.2950,0.309
5.493670,0.0370,-0.0720,-0.2440,0.257
5.496095,0.0320,-0.0650,-0.2690,0.279
5.499665,0.0310,-0.0480,-0.2560,0.262
5.501375,0.0190,-0.0340,-0.2500,0.253
5.503748,0.0210,-0.0320,-0.2310,0.234
5.506352,0.0310,-0.0080,-0.2110,0.213
5.509854,0.0380,-0.0270,-0.1890,0.195
5.511644,0.0320,-0.0460,-0.1620,0.171
5.513804,0.0580,-0.0220,-0.1450,0.158
5.516330,0.0410,-0.0150,-0.1090,0.117
5.519295,0.0360,0.0030,-0.0880,0.095
5.521213,0.0600,0.0130,-0.0570,0.084
5.524049,0.0690,0.0010,0.0000,0.069
5.526404,0.0430,-0.0200,-0.0210,0.052
5.529136,0.0690,-0.0510,-0.0240,0.089
5.531203,0.0710,-0.0340,0.0010,0.079
5.534810,0.0580,-0.0390,-0.0220,0.073
5.536378,0.0340,-0.0480,0.0100,0.060
5.539334,0.0340,-0.0460,-0.0130,0.059
5.541084,0.0290,-0.0100,-0.0080,0.032
5.543888,0.0460,-0.0550,-0.0230,0.075
5.546956,0.0150,-0.0310,-0.0460,0.057
5.549311,0.0190,-0.0360,-0.0420,0.058
5.551339,0.0100,-0.0240,-0.0490,0.055
5.554260,0.0190,-0.0240,-0.0490,0.058
5.556914,0.0290,-0.0290,-0.0510,0.065
5.559524,0.0310,-0.0170,-0.0490,0.060
5.561259,0.0310,-0.0100,-0.0490,0.059
5.564319,0.0280,-0.0260,-0.0680,0.078
5.566238,0.0330,-0.0240,-0.0350,0.054
5.570018,0.0040,-0.0240,-0.0160,0.029
5.571333,0.0080,-0.0190,-0.0110,0.023
5.573836,0.0030,-0.0090,0.0400,0.041
5.576265,0.0290,-0.0310,0.0210,0.047
5.582030,0.0220,-0.0400,0.0830,0.095
5.582824,0.0460,-0.0450,0.1210,0.137
5.583942,0.0880,-0.0400,0.1250,0.158
5.586722,0.1260,-0.0690,0.1250,0.190
5.591619,0.1400,-0.0570,0.0890,0.175
5.592300,0.1660,-0.0850,0.0740,0.201
5.594042,0.1820,-0.0590,0.0640,0.202
5.597368,0.1820,-0.0490,0.0550,0.196
5.599898,0.1810,-0.1020,0.0410,0.212
5.601835,0.1640,-0.0950,-0.0200,0.191
5.604075,0.1160,-0.0540,-0.0390,0.134
5.606866,0.0850,-0.0830,-0.0770,0.142
5.609787,0.0590,-0.0620,-0.0840,0.120
5.612745,-0.0090,-0.0880,-0.0910,0.127
5.614368,-0.0180,-0.0480,-0.2810,0.286
5.616972,-0.1280,-0.0380,-0.4480,0.467
5.619809,-0.1990,-0.0070,-0.5810,0.614
5.621521,-0.2510,-0.0100,-0.5750,0.627
5.624341,-0.2720,0.0270,-0.4860,0.558
5.626883,-0.2590,0.0130,-0.4020,0.478
5.629319,-0.2160,0.0220,-0.2700,0.346
5.631777,-0.1370,-0.0240,-0.0940,0.168
5.634888,-0.0200,0.0150,0.0480,0.054
5.637095,0.0570,0.0010,0.2160,0.223
5.639821,0.1350,-0.0090,0.2910,0.321
5.641624,0.2270,-0.0040,0.4330,0.489
5.644210,0.2310,0.0050,0.4650,0.519
5.646910,0.2810,0.0050,0.5330,0.603
5.649383,0.2890,-0.0080,0.5410,0.613
5.651748,0.2670,0.0040,0.5430,0.605
5.654830,0.2590,0.0180,0.5040,0.567
5.656706,0.2330,-0.0210,0.4110,0.473
5.659407,0.2160,-0.0160,0.4170,0.470
5.661542,0.1630,-0.0040,0.3090,0.349
5.664119,0.1390,0.0090,0.2700,0.304
5.667066,0.0560,0.0070,0.1720,0.181
5.669353,0.0230,0.0170,0.1140,0.118
5.671657,-0.0330,0.0260,0.0400,0.058
5.674092,-0.0970,0.0210,0.0100,0.100
5.676671,-0.1270,0.0310,-0.0440,0.138
5.679735,-0.1600,0.0020,-0.0770,0.178
5.681724,-0.1830,0.0230,-0.0840,0.203
5.684141,-0.1830,-0.0020,-0.1070,0.212
5.686632,-0.1460,0.0000,-0.0950,0.174
5.691101,-0.0910,-0.0310,-0.1210,0.155
5.692098,-0.0170,0.0130,-0.1130,0.115
5.694434,0.0540,-0.0270,-0.1200,0.134
5.696866,0.0770,-0.0360,-0.0960,0.128
5.699292,0.1320,-0.0530,-0.0930,0.170
5.701989,0.1620,-0.0650,-0.1100,0.206
5.704243,0.2070,-0.1010,-0.0660,0.240
5.706736,0.2350,-0.0390,-0.1090,0.262
5.709197,0.2160,-0.0290,-0.0660,0.228
5.712003,0.1790,-0.0550,-0.0740,0.201
